,No,Sell to Customer No,Ship-to Code,Ship-to County,Posting Date,Customer Posting Group,Salesperson Code,Gen Bus Posting Group,Order Type ID,Is DI Drop Ship,Clean Ship-to County
19471,SCM+050044,1QUEN,DEF,AZ,2016-05-06 00:00:00.000,1NATIONAL,DKA,NATWHO,0,No,AZ
19472,SCM+050078,1QUEN,DEF,AZ,2016-05-13 00:00:00.000,1NATIONAL,DKA,NATWHO,0,No,AZ
19473,SCM+050231,1QUEN,DEF,AZ,2016-05-26 00:00:00.000,1NATIONAL,DKA,NATWHO,0,No,AZ
19474,SCM+050590,1QUEN,DEF,AZ,2016-07-07 00:00:00.000,1NATIONAL,DKA,NATWHO,0,No,AZ
19475,SCM+050696,1QUEN,DEF,AZ,2016-07-15 00:00:00.000,1NATIONAL,DKA,NATWHO,0,No,AZ
19476,SCM+050820,1QUEN,DEF,AZ,2016-07-25 00:00:00.000,1NATIONAL,DKA,NATWHO,0,No,AZ
19477,SCM+056739,1QUEN,DEF,AZ,2018-05-22 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19478,SCM+056818,1QUEN,DEF,AZ,2018-05-30 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19479,SCM+056819,1QUEN,DEF,AZ,2018-05-30 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19480,SCM+056988,1QUEN,DEF,AZ,2018-06-20 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19481,SCM+058063,1QUEN,DEF,AZ,2018-10-19 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19482,SCM+058064,1QUEN,DEF,AZ,2018-10-19 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19483,SCM+059235,1QUEN,DEF,AZ,2019-02-07 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19484,SCM+060189,1QUEN,DEF,AZ,2019-05-28 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19485,SCM+060190,1QUEN,DEF,AZ,2019-05-28 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19486,SCM+060191,1QUEN,DEF,AZ,2019-05-28 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19487,SCM+060192,1QUEN,DEF,AZ,2019-05-28 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19488,SCM+060193,1QUEN,DEF,AZ,2019-05-28 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19489,SCM+060290,1QUEN,DEF,AZ,2019-06-05 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19490,SCM+060291,1QUEN,DEF,AZ,2019-06-05 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19491,SCM+060424,1QUEN,DEF,AZ,2019-06-17 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19492,SCM+060425,1QUEN,DEF,AZ,2019-06-17 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19493,SCM+060426,1QUEN,DEF,AZ,2019-06-17 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19494,SCM+060427,1QUEN,DEF,AZ,2019-06-17 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19495,SCM+060623,1QUEN,DEF,AZ,2019-07-11 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19496,SCM+060624,1QUEN,DEF,AZ,2019-07-11 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19497,SCM+060837,1QUEN,DEF,AZ,2019-07-24 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19498,SCM+061029,1QUEN,DEF,AZ,2019-08-15 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19499,SCM+061060,1QUEN,DEF,AZ,2019-08-19 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19500,SCM+061123,1QUEN,DEF,AZ,2019-08-26 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19501,SCM+061169,1QUEN,DEF,AZ,2019-09-03 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19502,SCM+061170,1QUEN,DEF,AZ,2019-09-03 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19503,SCM+061294,1QUEN,DEF,AZ,2019-09-17 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19504,SCM+061497,1QUEN,DEF,AZ,2019-10-07 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19505,SCM+061501,1QUEN,DEF,AZ,2019-10-07 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19506,SCM+061760,1QUEN,DEF,AZ,2019-10-30 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19507,SCM+061804,1QUEN,DEF,AZ,2019-11-07 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19508,SCM+061892,1QUEN,DEF,AZ,2019-11-13 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19509,SCM+062325,1QUEN,DEF,AZ,2019-12-18 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19510,SCM+062341,1QUEN,DEF,AZ,2019-12-19 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19511,SCM+062499,1QUEN,DEF,AZ,2020-01-06 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19512,SCM+062643,1QUEN,DEF,AZ,2020-01-16 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19513,SCM+062644,1QUEN,DEF,AZ,2020-01-16 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19514,SCM+062645,1QUEN,DEF,AZ,2020-01-16 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19515,SCM+062815,1QUEN,DEF,AZ,2020-02-05 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19516,SCM+062983,1QUEN,DEF,AZ,2020-02-19 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19517,SCM+062984,1QUEN,DEF,AZ,2020-02-19 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19518,SCM+063122,1QUEN,DEF,AZ,2020-03-12 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19519,SCM+063123,1QUEN,DEF,AZ,2020-03-12 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19520,SCM+063172,1QUEN,DEF,AZ,2020-03-17 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19521,SCM+063430,1QUEN,DEF,AZ,2020-04-15 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19522,SCM+063431,1QUEN,DEF,AZ,2020-04-15 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19523,SCM+063592,1QUEN,DEF,AZ,2020-05-05 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19524,SCM+063593,1QUEN,DEF,AZ,2020-05-05 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19525,SCM+063919,1QUEN,DEF,AZ,2020-06-18 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19526,SCM+063920,1QUEN,DEF,AZ,2020-06-18 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19527,SCM+064108,1QUEN,DEF,AZ,2020-07-16 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19528,SCM+064109,1QUEN,DEF,AZ,2020-07-16 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19529,SCM+064276,1QUEN,DEF,AZ,2020-08-07 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19530,SCM+064317,1QUEN,DEF,AZ,2020-08-13 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19531,SCM+064318,1QUEN,DEF,AZ,2020-08-13 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19532,SCM+064710,1QUEN,DEF,AZ,2020-10-14 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19533,SCM+064711,1QUEN,DEF,AZ,2020-10-14 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19534,SCM+064842,1QUEN,DEF,AZ,2020-10-23 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19535,SCM+064843,1QUEN,DEF,AZ,2020-10-23 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19536,SCM+065038,1QUEN,DEF,AZ,2020-11-11 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19537,SCM+065056,1QUEN,DEF,AZ,2020-11-11 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19538,SCM+065365,1QUEN,DEF,AZ,2020-12-11 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19539,SCM+065384,1QUEN,DEF,AZ,2020-12-14 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19540,SCM+065475,1QUEN,DEF,AZ,2020-12-23 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,AZ
19541,SCM+051230,1QUEN,DEF,AZ,2016-09-13 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19542,SCM+051380,1QUEN,DEF,AZ,2016-09-26 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19543,SCM+051422,1QUEN,DEF,AZ,2016-09-27 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19544,SCM+051499,1QUEN,DEF,AZ,2016-10-11 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19545,SCM+051728,1QUEN,DEF,AZ,2016-11-02 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19546,SCM+051875,1QUEN,DEF,AZ,2016-11-14 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19547,SCM+051937,1QUEN,DEF,AZ,2016-11-18 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19548,SCM+052117,1QUEN,DEF,AZ,2016-12-08 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19549,SCM+052250,1QUEN,DEF,AZ,2016-12-21 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19550,SCM+052272,1QUEN,DEF,AZ,2016-12-27 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19551,SCM+052490,1QUEN,DEF,AZ,2017-01-23 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19552,SCM+052545,1QUEN,DEF,AZ,2017-01-25 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19553,SCM+052842,1QUEN,DEF,AZ,2017-02-24 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19554,SCM+053375,1QUEN,DEF,AZ,2017-04-26 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19555,SCM+053625,1QUEN,DEF,AZ,2017-05-18 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19556,SCM+053627,1QUEN,DEF,AZ,2017-05-19 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19557,SCM+053820,1QUEN,DEF,AZ,2017-06-15 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19558,SCM+054145,1QUEN,DEF,AZ,2017-07-27 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19559,SCM+054390,1QUEN,DEF,AZ,2017-08-24 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19560,SCM+054391,1QUEN,DEF,AZ,2017-08-24 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19561,SCM+054466,1QUEN,DEF,AZ,2017-09-07 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19562,SCM+054821,1QUEN,DEF,AZ,2017-10-17 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19563,SCM+054866,1QUEN,DEF,AZ,2017-10-19 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19564,SCM+055008,1QUEN,DEF,AZ,2017-11-06 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19565,SCM+055610,1QUEN,DEF,AZ,2018-01-08 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19566,SCM+055763,1QUEN,DEF,AZ,2018-01-23 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19567,SCM+055765,1QUEN,DEF,AZ,2018-01-23 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19568,SCM+055834,1QUEN,DEF,AZ,2018-02-01 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19569,SCM+056066,1QUEN,DEF,AZ,2018-02-27 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19570,SCM+056067,1QUEN,DEF,AZ,2018-02-27 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19571,SCM+056068,1QUEN,DEF,AZ,2018-02-27 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19572,SCM+056098,1QUEN,DEF,AZ,2018-03-05 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,AZ
19573,SCM+065779,1QUEN,DEF,AZ,2021-01-27 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19574,SCM+065780,1QUEN,DEF,AZ,2021-01-27 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19575,SCM+065808,1QUEN,DEF,AZ,2021-02-01 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19576,SCM+066047,1QUEN,DEF,AZ,2021-03-03 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19577,SCM+066060,1QUEN,DEF,AZ,2021-03-08 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19578,SCM+066224,1QUEN,DEF,AZ,2021-03-25 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19579,SCM+066225,1QUEN,DEF,AZ,2021-03-25 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19580,SCM+066577,1QUEN,DEF,AZ,2021-04-30 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19581,SCM+066616,1QUEN,DEF,AZ,2021-05-07 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19582,SCM+066617,1QUEN,DEF,AZ,2021-05-07 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19583,SCM+066618,1QUEN,DEF,AZ,2021-05-07 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19584,SCM+066619,1QUEN,DEF,AZ,2021-05-07 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19585,SCM+066728,1QUEN,DEF,AZ,2021-05-21 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19586,SCM+066807,1QUEN,DEF,AZ,2021-05-27 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19587,SCM+066808,1QUEN,DEF,AZ,2021-05-27 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19588,SCM+066978,1QUEN,DEF,AZ,2021-06-15 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19589,SCM+066979,1QUEN,DEF,AZ,2021-06-15 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,AZ
19590,SCM+027486,1INTERN,DEF,AL,2010-03-04 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19591,SCM+027668,1INTERN,DEF,AL,2010-03-22 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19592,SCM+027669,1INTERN,DEF,AL,2010-03-22 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19593,SCM+027670,1INTERN,DEF,AL,2010-03-22 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19594,SCM+027879,1INTERN,DEF,AL,2010-04-07 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19595,SCM+028038,1INTERN,DEF,AL,2010-04-19 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19596,SCM+028314,1INTERN,DEF,AL,2010-05-11 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19597,SCM+028364,1INTERN,DEF,AL,2010-05-13 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19598,SCM+028737,1INTERN,DEF,AL,2010-06-15 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19599,SCM+028961,1INTERN,DEF,AL,2010-07-08 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19600,SCM+029056,1INTERN,DEF,AL,2010-07-16 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19601,SCM+029057,1INTERN,DEF,AL,2010-07-16 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19602,SCM+029565,1INTERN,DEF,AL,2010-09-08 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19603,SCM+029678,1INTERN,DEF,AL,2010-09-13 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19604,SCM+029681,1INTERN,DEF,AL,2010-09-13 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19605,SCM+029720,1INTERN,DEF,AL,2010-09-15 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19606,SCM+030098,1INTERN,DEF,AL,2010-10-19 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19607,SCM+030142,1INTERN,DEF,AL,2010-10-25 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19608,SCM+030143,1INTERN,DEF,AL,2010-10-25 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19609,SCM+030506,1INTERN,DEF,AL,2010-11-29 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19610,SCM+030674,1INTERN,DEF,AL,2010-12-10 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19611,SCM+030675,1INTERN,DEF,AL,2010-12-10 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19612,SCM+030676,1INTERN,DEF,AL,2010-12-10 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19613,SCM+030684,1INTERN,DEF,AL,2010-12-10 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19614,SCM+030686,1INTERN,DEF,AL,2010-12-10 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19615,SCM+031209,1INTERN,DEF,AL,2011-01-19 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19616,SCM+031211,1INTERN,DEF,AL,2011-01-19 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19617,SCM+031212,1INTERN,DEF,AL,2011-01-19 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19618,SCM+031644,1INTERN,DEF,AL,2011-02-24 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19619,SCM+031645,1INTERN,DEF,AL,2011-02-24 00:00:00.000,1NATIONAL,DGD,NATWHO,0,No,AL
19620,SCM+031846,1INTERN,DEF,AL,2011-03-16 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19621,SCM+031847,1INTERN,DEF,AL,2011-03-16 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19622,SCM+032181,1INTERN,DEF,AL,2011-04-19 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19623,SCM+032182,1INTERN,DEF,AL,2011-04-19 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19624,SCM+032344,1INTERN,DEF,AL,2011-05-05 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19625,SCM+032772,1INTERN,DEF,AL,2011-06-14 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19626,SCM+032800,1INTERN,DEF,AL,2011-06-14 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19627,SCM+032805,1INTERN,DEF,AL,2011-06-15 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19628,SCM+033085,1INTERN,DEF,AL,2011-07-14 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19629,SCM+033276,1INTERN,DEF,AL,2011-08-10 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19630,SCM+033284,1INTERN,DEF,AL,2011-08-10 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19631,SCM+033302,1INTERN,DEF,AL,2011-08-11 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19632,SCM+033547,1INTERN,DEF,AL,2011-09-14 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19633,SCM+033766,1INTERN,DEF,AL,2011-10-07 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19634,SCM+034190,1INTERN,DEF,AL,2011-11-18 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19635,SCM+034191,1INTERN,DEF,AL,2011-11-18 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19636,SCM+034192,1INTERN,DEF,AL,2011-11-18 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19637,SCM+034452,1INTERN,DEF,AL,2011-12-14 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19638,SCM+034485,1INTERN,DEF,AL,2011-12-20 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19639,SCM+034794,1INTERN,DEF,AL,2012-01-10 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19640,SCM+034828,1INTERN,DEF,AL,2012-01-12 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19641,SCM+035195,1INTERN,DEF,AL,2012-02-16 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19642,SCM+035224,1INTERN,DEF,AL,2012-02-21 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19643,SCM+035229,1INTERN,DEF,AL,2012-02-22 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19644,SCM+035416,1INTERN,DEF,AL,2012-03-16 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19645,SCM+035556,1INTERN,DEF,AL,2012-03-26 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19646,SCM+035749,1INTERN,DEF,AL,2012-04-18 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19647,SCM+035750,1INTERN,DEF,AL,2012-04-18 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19648,SCM+035758,1INTERN,DEF,AL,2012-04-18 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19649,SCM+036081,1INTERN,DEF,AL,2012-05-17 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19650,SCM+036082,1INTERN,DEF,AL,2012-05-17 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19651,SCM+036083,1INTERN,DEF,AL,2012-05-17 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19652,SCM+036241,1INTERN,DEF,AL,2012-06-05 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19653,SCM+036318,1INTERN,DEF,AL,2012-06-13 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19654,SCM+036723,1INTERN,DEF,AL,2012-07-26 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19655,SCM+036724,1INTERN,DEF,AL,2012-07-26 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19656,SCM+036844,1INTERN,DEF,AL,2012-08-10 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19657,SCM+037189,1INTERN,DEF,AL,2012-09-14 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19658,SCM+037284,1INTERN,DEF,AL,2012-09-25 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19659,SCM+037318,1INTERN,DEF,AL,2012-09-28 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19660,SCM+037319,1INTERN,DEF,AL,2012-09-28 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19661,SCM+037791,1INTERN,DEF,AL,2012-11-20 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19662,SCM+038061,1INTERN,DEF,AL,2012-12-13 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19663,SCM+038191,1INTERN,DEF,AL,2012-12-24 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19664,SCM+038295,1INTERN,DEF,AL,2013-01-04 00:00:00.000,1NATIONAL,JOP,NATWHO,0,No,AL
19665,SCM+038817,1INTERN,DEF,AL,2013-03-05 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19666,SCM+038936,1INTERN,DEF,AL,2013-03-15 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19667,SCM+039217,1INTERN,DEF,AL,2013-04-12 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19668,SCM+039218,1INTERN,DEF,AL,2013-04-12 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19669,SCM+039492,1INTERN,DEF,AL,2013-05-13 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19670,SCM+039757,1INTERN,DEF,AL,2013-06-06 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19671,SCM+039758,1INTERN,DEF,AL,2013-06-06 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19672,SCM+039759,1INTERN,DEF,AL,2013-06-06 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19673,SCM+039909,1INTERN,DEF,AL,2013-06-19 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19674,SCM+040171,1INTERN,DEF,AL,2013-07-18 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19675,SCM+040172,1INTERN,DEF,AL,2013-07-18 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19676,SCM+040173,1INTERN,DEF,AL,2013-07-18 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19677,SCM+040535,1INTERN,DEF,AL,2013-08-16 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19678,SCM+040829,1INTERN,DEF,AL,2013-09-19 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19679,SCM+040830,1INTERN,DEF,AL,2013-09-19 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19680,SCM+041049,1INTERN,DEF,AL,2013-10-10 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19681,SCM+041075,1INTERN,DEF,AL,2013-10-15 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19682,SCM+041367,1INTERN,DEF,AL,2013-11-11 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19683,SCM+041454,1INTERN,DEF,AL,2013-11-21 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19684,SCM+041736,1INTERN,DEF,AL,2013-12-11 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19685,SCM+041819,1INTERN,DEF,AL,2013-12-16 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19686,SCM+042108,1INTERN,DEF,AL,2014-01-14 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
19687,SCM+042114,1INTERN,DEF,AL,2014-01-14 00:00:00.000,1NATIONAL,MBA,NATWHO,0,No,AL
